"{{1, 144, 128, 18}, {14, 102, 11, 5}, {105, 12, 40, 5}, {4, 52, 21, 8}}","{{1112, 94, 65, 11}, {22, 271, 30, 5}, {177, 1, 37, 6}, {1, 45, 35, 6}}","{{642, 53, 44, 7}, {5, 35, 6, 1}, {36, 1, 10, 2}, {1, 14, 10, 5}}","{{456, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1041, 106, 67, 93}, {33, 9, 27, 43}, {12, 12, 3, 1}, {11, 1, 44, 8}}","{{658, 125, 16, 92}, {1, 2, 1, 2}, {1, 2, 1, 252}, {16, 227, 15, 2}}","{{512, 60, 28, 52}, {13, 0, 13, 21}, {1, 5, 2, 18}, {9, 22, 28, 3}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 137}, {0, 68, 0, 0}}"
"{{72, 6, 36, 59}, {7, 4, 682, 124}, {220, 101, 18, 25}, {161, 22, 7, 10}}","{{8, 1, 5, 8}, {1, 2, 1468, 135}, {82, 118, 13, 6}, {63, 6, 1, 2}}","{{31, 4, 25, 20}, {5, 0, 61, 32}, {106, 18, 5, 16}, {94, 13, 6, 7}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{934, 138, 131, 38}, {11, 5, 127, 16}, {14, 2, 40, 1}, {122, 15, 1, 6}}","{{1251, 140, 272, 66}, {34, 6, 182, 25}, {50, 12, 38, 5}, {109, 17, 18, 6}}","{{26, 13, 5, 7}, {2, 0, 9, 0}, {2, 0, 9, 0}, {6, 4, 0, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{168, 258, 43, 29}, {3, 191, 28, 37}, {7, 46, 6, 1}, {2, 1173, 133, 20}}","{{106, 111, 67, 13}, {8, 110, 12, 25}, {7, 39, 12, 5}, {10, 886, 83, 9}}","{{17, 39, 1, 5}, {0, 17, 1, 4}, {0, 2, 1, 0}, {1, 152, 21, 7}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{208, 15, 2, 2}, {1, 10, 313, 8}, {1, 40, 246, 31}, {42, 5, 7, 11}}","{{1531, 142, 3, 5}, {1, 201, 49, 38}, {26, 1, 45, 7}, {13, 7, 47, 7}}","{{425, 73, 5, 5}, {4, 70, 46, 61}, {7, 6, 27, 3}, {11, 2, 32, 1}}","{{47, 7, 1, 1}, {0, 10, 0, 4}, {2, 0, 0, 0}, {0, 0, 1, 0}}"
"{{122, 1, 20, 2}, {1, 2, 3, 13}, {2, 6, 18, 1}, {3, 3, 6, 2}}","{{994, 14, 27, 2}, {10, 5, 3, 131}, {149, 46, 81, 93}, {16, 11, 41, 6}}","{{1007, 20, 0, 7}, {30, 12, 0, 142}, {256, 59, 124, 223}, {47, 0, 40, 5}}","{{88, 1, 0, 0}, {0, 0, 0, 5}, {1, 0, 14, 1}, {0, 0, 0, 0}}"
"{{36, 322, 39, 64}, {4, 3, 11, 45}, {5, 6, 1, 2}, {1, 1, 6, 3}}","{{188, 1759, 247, 336}, {106, 43, 0, 261}, {33, 59, 13, 85}, {12, 18, 0, 32}}","{{13, 130, 5, 8}, {1, 1, 0, 12}, {3, 1, 0, 0}, {0, 0, 0, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{5, 478, 39, 48}, {21, 49, 4, 8}, {5, 38, 6, 2}, {10, 1, 1, 1}}","{{31, 1578, 237, 344}, {79, 174, 30, 39}, {5, 266, 52, 10}, {63, 10, 16, 2}}","{{5, 155, 15, 16}, {11, 14, 2, 0}, {1, 14, 8, 2}, {14, 2, 2, 3}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{9, 127, 49, 1}, {11, 12, 42, 7}, {2, 1, 7, 2}, {86, 15, 4, 6}}","{{668, 245, 51, 89}, {19, 24, 36, 6}, {4, 108, 34, 8}, {197, 42, 9, 13}}","{{1305, 36, 11, 123}, {6, 5, 9, 0}, {0, 148, 6, 1}, {35, 9, 1, 0}}","{{229, 0, 0, 24}, {0, 0, 0, 0}, {0, 34, 0, 0}, {0, 0, 0, 0}}"
