"{{188, 17, 26, 5}, {21, 656, 25, 66}, {49, 10, 15, 1}, {130, 2, 6, 5}}","{{98, 12, 20, 9}, {44, 1065, 68, 157}, {113, 18, 12, 8}, {71, 7, 10, 1}}","{{122, 12, 20, 0}, {22, 490, 18, 68}, {75, 8, 20, 2}, {117, 4, 3, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{7, 2, 69, 4}, {2, 47, 10, 16}, {5, 83, 15, 28}, {1, 8, 451, 2}}","{{2, 3, 198, 165}, {50, 170, 23, 26}, {5, 206, 25, 35}, {42, 9, 1619, 9}}","{{4, 1, 24, 178}, {40, 20, 3, 5}, {1, 29, 1, 3}, {31, 2, 141, 3}}","{{0, 0, 0, 61}, {19, 0, 0, 0}, {0, 0, 0, 0}, {13, 0, 0, 0}}"
"{{133, 136, 23, 5}, {140, 18, 7, 7}, {8, 1180, 200, 26}, {17, 39, 3, 53}}","{{131, 84, 11, 4}, {136, 18, 5, 6}, {9, 924, 158, 15}, {33, 40, 3, 47}}","{{27, 17, 2, 2}, {42, 5, 2, 0}, {2, 107, 50, 6}, {16, 8, 0, 11}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{179, 156, 73, 140}, {23, 21, 10, 148}, {26, 5, 1056, 37}, {11, 57, 8, 7}}","{{110, 245, 36, 92}, {12, 26, 1, 157}, {15, 1, 1094, 27}, {3, 28, 5, 12}}","{{2, 7, 2, 5}, {1, 0, 0, 13}, {0, 0, 61, 2}, {0, 2, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1071, 256, 15, 29}, {198, 34, 5, 8}, {2, 135, 42, 113}, {3, 24, 39, 4}}","{{1081, 135, 20, 15}, {112, 30, 9, 11}, {4, 148, 67, 116}, {8, 16, 47, 9}}","{{59, 17, 1, 3}, {8, 2, 0, 0}, {0, 8, 2, 8}, {0, 1, 1, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{79, 4, 10, 1}, {36, 4, 21, 3}, {47, 9, 1, 166}, {19, 133, 21, 3}}","{{907, 122, 109, 14}, {75, 7, 41, 11}, {40, 4, 5, 230}, {27, 176, 19, 15}}","{{975, 134, 105, 19}, {0, 0, 4, 0}, {0, 0, 0, 12}, {1, 9, 1, 1}}","{{250, 31, 13, 2}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{191, 64, 26, 27}, {113, 17, 59, 11}, {9, 4, 6, 184}, {133, 8, 21, 5}}","{{209, 44, 10, 18}, {195, 22, 27, 1}, {9, 2, 1095, 91}, {89, 3, 45, 8}}","{{8, 3, 0, 2}, {10, 2, 1, 1}, {1, 0, 960, 16}, {15, 0, 0, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 150, 0}, {0, 0, 0, 0}}"
"{{26, 6, 49, 103}, {42, 48, 6, 14}, {4, 118, 17, 3}, {26, 1, 6, 433}}","{{40, 13, 239, 293}, {69, 185, 29, 33}, {7, 194, 24, 11}, {61, 12, 0, 1735}}","{{0, 0, 3, 12}, {0, 4, 1, 0}, {0, 6, 0, 0}, {0, 0, 0, 43}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{501, 92, 11, 75}, {51, 4, 1, 62}, {5, 9, 13, 10}, {2, 1, 6, 12}}","{{1514, 187, 23, 323}, {161, 43, 9, 247}, {34, 53, 1, 73}, {11, 18, 0, 90}}","{{196, 12, 2, 10}, {25, 0, 1, 9}, {2, 4, 0, 4}, {0, 0, 0, 9}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{241, 47, 17, 28}, {2, 183, 22, 34}, {7, 46, 6, 10}, {132, 1, 3, 7}}","{{131, 52, 19, 16}, {5, 101, 15, 27}, {6, 33, 5, 7}, {1253, 3, 132, 107}}","{{36, 12, 0, 3}, {4, 34, 4, 5}, {1, 8, 2, 2}, {572, 2, 135, 105}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {254, 0, 21, 18}}"
"{{12, 6, 16, 2}, {4, 27, 60, 1}, {4, 112, 15, 34}, {1, 2, 4, 2}}","{{30, 8, 777, 73}, {164, 79, 165, 8}, {7, 191, 23, 27}, {19, 11, 14, 4}}","{{5, 0, 1299, 204}, {218, 5, 12, 26}, {0, 15, 3, 5}, {65, 0, 1, 0}}","{{0, 0, 119, 12}, {22, 0, 0, 1}, {0, 0, 0, 0}, {2, 0, 0, 0}}"
"{{137, 13, 1, 17}, {125, 11, 2, 9}, {3, 1, 50, 5}, {4, 10, 18, 3}}","{{230, 95, 18, 24}, {170, 22, 11, 73}, {16, 5, 1077, 142}, {105, 1, 44, 9}}","{{41, 3, 10, 6}, {23, 8, 1, 5}, {0, 0, 972, 110}, {105, 0, 4, 1}}","{{0, 0, 7, 0}, {0, 0, 0, 0}, {0, 0, 112, 34}, {23, 0, 0, 0}}"
