"{{122, 92, 10, 8}, {1, 2, 10, 1}, {14, 18, 2, 4}, {1, 2, 1, 9}}","{{1337, 277, 54, 144}, {6, 21, 30, 83}, {20, 38, 6, 45}, {10, 4, 4, 173}}","{{387, 39, 41, 32}, {3, 3, 7, 211}, {7, 10, 4, 36}, {2, 7, 1, 39}}","{{365, 0, 6, 53}, {1, 10, 0, 23}, {0, 0, 2, 2}, {0, 6, 0, 70}}"
"{{11, 14, 2, 143}, {9, 28, 5, 13}, {3, 2, 14, 4}, {1, 1, 13, 9}}","{{246, 49, 29, 1418}, {145, 5, 3, 178}, {39, 10, 2, 2}, {28, 8, 173, 45}}","{{41, 16, 4, 262}, {40, 3, 3, 45}, {3, 2, 3, 0}, {7, 2, 54, 14}}","{{110, 32, 12, 388}, {43, 0, 0, 82}, {21, 0, 0, 0}, {5, 2, 51, 19}}"
"{{2, 83, 12, 57}, {6, 959, 258, 131}, {21, 33, 7, 200}, {23, 47, 2, 11}}","{{170, 11, 2, 15}, {1, 1163, 57, 88}, {10, 3, 2, 45}, {5, 5, 1, 2}}","{{89, 17, 0, 15}, {6, 89, 93, 18}, {5, 11, 2, 73}, {13, 14, 3, 6}}","{{30, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1372, 170, 244, 73}, {153, 19, 23, 6}, {164, 24, 8, 6}, {36, 7, 55, 10}}","{{736, 107, 110, 23}, {73, 15, 20, 2}, {122, 16, 3, 0}, {22, 5, 25, 5}}","{{103, 14, 54, 15}, {11, 2, 4, 3}, {32, 1, 2, 0}, {8, 2, 7, 4}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{72, 6, 285, 51}, {8, 1, 31, 224}, {21, 49, 8, 55}, {6, 8, 1, 4}}","{{1261, 150, 91, 59}, {124, 16, 10, 73}, {17, 12, 6, 28}, {4, 10, 5, 6}}","{{690, 74, 32, 1}, {84, 13, 6, 21}, {3, 5, 0, 4}, {3, 1, 0, 1}}","{{188, 61, 0, 0}, {21, 6, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{27, 23, 4, 1}, {360, 38, 11, 39}, {4, 6, 11, 30}, {1, 5, 1, 1}}","{{58, 172, 25, 10}, {1474, 196, 319, 2}, {218, 44, 3, 34}, {7, 1, 24, 14}}","{{25, 34, 5, 0}, {262, 47, 37, 6}, {49, 15, 0, 23}, {4, 0, 9, 3}}","{{1, 8, 2, 0}, {115, 10, 41, 0}, {47, 1, 0, 0}, {1, 0, 7, 1}}"
"{{292, 32, 1, 3}, {11, 2, 5, 16}, {19, 7, 4, 5}, {11, 104, 1, 5}}","{{106, 14, 24, 47}, {51, 7, 1, 143}, {60, 101, 11, 5}, {7, 1052, 188, 8}}","{{10, 1, 15, 15}, {18, 4, 0, 122}, {25, 117, 21, 1}, {1, 919, 121, 1}}","{{0, 0, 1, 1}, {7, 0, 0, 10}, {7, 12, 0, 0}, {0, 136, 8, 0}}"
"{{165, 10, 107, 6}, {2, 13, 1, 62}, {3, 16, 1, 6}, {12, 3, 5, 8}}","{{292, 40, 259, 105}, {32, 33, 10, 228}, {30, 40, 10, 80}, {1, 15, 1, 24}}","{{1649, 233, 42, 0}, {2, 1, 0, 28}, {8, 10, 3, 1}, {0, 1, 0, 191}}","{{105, 8, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 14}}"
"{{5, 57, 1, 1}, {1, 4, 12, 2}, {3, 1, 1, 5}, {5, 2, 1, 17}}","{{145, 163, 6, 601}, {60, 15, 21, 19}, {5, 90, 15, 9}, {12, 10, 3, 40}}","{{233, 17, 11, 1451}, {203, 76, 3, 25}, {3, 201, 24, 0}, {62, 1, 2, 9}}","{{25, 0, 1, 158}, {27, 16, 0, 1}, {0, 26, 1, 0}, {8, 0, 0, 0}}"
"{{42, 3, 3, 11}, {28, 4, 39, 5}, {2, 1, 31, 13}, {4, 101, 5, 16}}","{{1092, 140, 110, 25}, {32, 9, 30, 6}, {4, 115, 59, 28}, {5, 182, 14, 17}}","{{785, 119, 91, 5}, {6, 1, 18, 2}, {0, 248, 21, 6}, {2, 35, 0, 3}}","{{292, 29, 33, 0}, {0, 0, 0, 0}, {0, 44, 0, 0}, {0, 0, 0, 0}}"
