"{{56, 16, 31, 158}, {9, 139, 3, 20}, {38, 26, 6, 9}, {4, 1175, 232, 98}}","{{44, 16, 12, 97}, {2, 108, 5, 10}, {14, 51, 5, 5}, {1, 561, 114, 99}}","{{11, 4, 4, 63}, {3, 44, 3, 11}, {14, 10, 2, 5}, {1, 475, 62, 40}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1324, 151, 78, 135}, {15, 26, 183, 39}, {10, 3, 9, 5}, {213, 6, 23, 55}}","{{488, 65, 7, 53}, {8, 3, 21, 6}, {1, 3, 1, 1}, {41, 2, 2, 12}}","{{399, 75, 26, 49}, {13, 18, 114, 21}, {8, 0, 4, 7}, {154, 3, 16, 20}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1005, 131, 57, 118}, {54, 8, 179, 29}, {136, 16, 49, 7}, {15, 3, 16, 7}}","{{1101, 125, 15, 97}, {14, 2, 106, 8}, {101, 11, 7, 1}, {2, 1, 12, 1}}","{{105, 35, 39, 22}, {19, 3, 123, 10}, {81, 14, 10, 6}, {2, 2, 8, 3}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1375, 211, 250, 166}, {29, 25, 10, 187}, {27, 47, 66, 8}, {11, 3, 9, 79}}","{{720, 67, 130, 55}, {7, 19, 1, 93}, {8, 14, 19, 5}, {7, 2, 4, 19}}","{{116, 13, 28, 16}, {0, 3, 0, 38}, {6, 5, 2, 0}, {1, 1, 1, 13}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{2, 160, 274, 58}, {2, 17, 24, 212}, {25, 39, 50, 8}, {8, 1, 2, 5}}","{{1064, 105, 127, 51}, {106, 15, 21, 103}, {16, 27, 36, 5}, {11, 5, 9, 9}}","{{956, 26, 7, 2}, {111, 4, 2, 3}, {0, 0, 1, 0}, {0, 0, 0, 0}}","{{189, 0, 0, 0}, {18, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{18, 2, 24, 3}, {41, 3, 3, 19}, {37, 166, 4, 7}, {1, 262, 23, 37}}","{{21, 1, 18, 2}, {1292, 173, 113, 16}, {6, 125, 10, 10}, {5, 99, 16, 24}}","{{63, 6, 37, 7}, {794, 103, 111, 1}, {4, 27, 0, 2}, {0, 47, 2, 5}}","{{9, 2, 8, 1}, {84, 12, 10, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{115, 51, 4, 7}, {3, 7, 2, 14}, {11, 19, 4, 44}, {7, 93, 13, 100}}","{{290, 60, 7, 6}, {3, 882, 119, 21}, {30, 47, 10, 43}, {12, 137, 33, 213}}","{{3, 0, 0, 0}, {0, 1225, 163, 1}, {0, 0, 0, 0}, {0, 7, 1, 5}}","{{0, 0, 0, 0}, {0, 97, 7, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{2, 285, 34, 70}, {1, 25, 5, 9}, {1, 52, 8, 12}, {1, 1, 1, 6}}","{{12, 1834, 251, 336}, {110, 203, 30, 38}, {10, 258, 32, 53}, {86, 12, 18, 0}}","{{0, 92, 6, 2}, {0, 9, 1, 0}, {0, 8, 1, 1}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{610, 2, 10, 5}, {49, 82, 19, 35}, {10, 1, 82, 13}, {1, 17, 2, 2}}","{{1488, 34, 30, 14}, {231, 319, 85, 199}, {37, 10, 232, 51}, {12, 62, 10, 4}}","{{113, 0, 1, 0}, {11, 7, 7, 3}, {0, 0, 4, 2}, {1, 8, 1, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1, 89, 15, 16}, {144, 29, 4, 2}, {3, 145, 33, 3}, {7, 29, 2, 18}}","{{112, 121, 18, 28}, {144, 33, 8, 4}, {919, 245, 68, 8}, {5, 56, 16, 20}}","{{148, 27, 3, 3}, {30, 4, 1, 0}, {1006, 18, 10, 0}, {2, 2, 1, 3}}","{{30, 0, 0, 0}, {0, 0, 0, 0}, {283, 0, 0, 0}, {0, 0, 0, 0}}"
"{{11, 789, 93, 1}, {25, 58, 15, 3}, {1, 1, 31, 5}, {19, 1, 7, 2}}","{{24, 1361, 195, 137}, {85, 175, 30, 8}, {101, 9, 28, 9}, {64, 12, 10, 4}}","{{1, 61, 3, 263}, {1, 4, 2, 0}, {212, 30, 7, 0}, {4, 0, 2, 0}}","{{0, 0, 0, 7}, {0, 0, 0, 0}, {4, 1, 0, 0}, {0, 0, 0, 0}}"
"{{10, 4, 11, 2}, {2, 126, 16, 6}, {4, 1, 97, 36}, {1, 1, 2, 31}}","{{156, 142, 101, 16}, {8, 154, 19, 6}, {13, 5, 1348, 72}, {17, 17, 12, 49}}","{{71, 210, 82, 13}, {1, 38, 6, 1}, {2, 0, 593, 3}, {21, 39, 0, 7}}","{{54, 52, 43, 5}, {0, 0, 0, 0}, {0, 0, 173, 0}, {8, 9, 0, 0}}"
"{{3, 2, 5, 115}, {55, 38, 3, 12}, {14, 8, 1, 1}, {2, 7, 3, 5}}","{{25, 21, 27, 1209}, {205, 149, 10, 158}, {48, 125, 20, 4}, {7, 37, 4, 1}}","{{15, 15, 25, 829}, {89, 110, 1, 105}, {30, 95, 11, 3}, {3, 35, 5, 0}}","{{4, 3, 9, 58}, {59, 21, 5, 16}, {19, 9, 4, 3}, {2, 8, 1, 0}}"
"{{7, 25, 30, 9}, {1, 43, 4, 13}, {1424, 6, 6, 5}, {2, 2, 1, 10}}","{{81, 7, 16, 2}, {25, 19, 54, 1}, {416, 170, 212, 136}, {169, 8, 3, 1}}","{{6, 4, 1, 0}, {12, 4, 11, 5}, {371, 69, 147, 61}, {120, 3, 2, 2}}","{{17, 0, 0, 0}, {3, 0, 18, 0}, {0, 46, 43, 35}, {27, 1, 0, 0}}"
"{{1223, 2, 75, 1}, {34, 7, 30, 49}, {64, 10, 9, 5}, {257, 221, 7, 2}}","{{664, 184, 11, 28}, {3, 1, 5, 8}, {11, 3, 3, 1}, {71, 58, 5, 154}}","{{324, 49, 25, 7}, {10, 3, 6, 9}, {12, 0, 7, 0}, {80, 39, 2, 40}}","{{0, 56, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 41}}"
"{{6, 3, 1, 8}, {175, 10, 17, 4}, {2, 71, 29, 20}, {41, 10, 57, 29}}","{{164, 159, 25, 3}, {75, 1, 2, 2}, {244, 16, 10, 9}, {6, 2, 11, 1261}}","{{36, 28, 5, 0}, {68, 2, 0, 0}, {64, 24, 8, 12}, {19, 2, 19, 312}}","{{85, 47, 5, 0}, {0, 0, 0, 0}, {98, 0, 0, 0}, {0, 0, 0, 609}}"
"{{46, 2, 62, 1}, {32, 4, 24, 35}, {8, 13, 6, 1}, {6, 2, 2, 3}}","{{1351, 183, 23, 23}, {6, 209, 5, 10}, {2, 2, 3, 42}, {4, 260, 137, 2}}","{{355, 42, 26, 6}, {9, 24, 12, 21}, {4, 4, 2, 23}, {3, 40, 54, 1}}","{{459, 64, 0, 6}, {0, 81, 0, 0}, {0, 0, 0, 21}, {0, 106, 44, 0}}"
"{{67, 213, 66, 66}, {23, 5, 165, 18}, {27, 51, 14, 4}, {479, 11, 6, 7}}","{{186, 44, 8, 141}, {2, 6, 63, 7}, {7, 13, 5, 2}, {1626, 20, 3, 3}}","{{38, 151, 37, 30}, {22, 0, 90, 16}, {32, 23, 0, 0}, {106, 5, 5, 3}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
