"{{149, 23, 2, 16}, {20, 3, 47, 2}, {4, 41, 66, 4}, {15, 1, 2, 2}}","{{2053, 267, 406, 94}, {217, 33, 0, 9}, {314, 0, 0, 10}, {72, 12, 16, 4}}","{{9, 1, 0, 1}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 1, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{2, 3, 213, 63}, {70, 15, 57, 9}, {10, 1, 31, 6}, {7, 15, 5, 1}}","{{12, 10, 1996, 225}, {336, 96, 180, 26}, {37, 9, 286, 35}, {59, 72, 14, 5}}","{{0, 0, 2, 3}, {2, 0, 0, 1}, {0, 1, 1, 0}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{10, 4, 66, 89}, {203, 41, 43, 9}, {22, 6, 142, 14}, {29, 2, 23, 6}}","{{9, 2, 2144, 202}, {198, 68, 192, 26}, {23, 5, 173, 27}, {37, 12, 63, 6}}","{{0, 0, 1, 0}, {7, 2, 2, 1}, {2, 0, 3, 0}, {0, 0, 1, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{618, 60, 100, 62}, {5, 5, 62, 12}, {39, 8, 16, 6}, {24, 12, 7, 3}}","{{1590, 229, 305, 174}, {31, 4, 254, 29}, {58, 39, 49, 8}, {60, 1, 12, 3}}","{{3, 2, 3, 1}, {0, 2, 2, 0}, {14, 0, 1, 0}, {3, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{636, 202, 41, 10}, {20, 127, 16, 38}, {6, 102, 76, 3}, {4, 36, 4, 1}}","{{1571, 205, 69, 26}, {27, 191, 25, 28}, {13, 189, 161, 8}, {10, 51, 9, 5}}","{{4, 1, 1, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{28, 8, 2, 36}, {3, 1, 646, 79}, {86, 51, 8, 82}, {13, 17, 2, 2}}","{{82, 25, 9, 51}, {10, 5, 1541, 209}, {316, 185, 37, 228}, {25, 49, 17, 11}}","{{1, 3, 0, 0}, {0, 0, 24, 3}, {6, 1, 2, 8}, {3, 0, 0, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{58, 731, 109, 96}, {26, 72, 12, 19}, {2, 8, 14, 2}, {16, 7, 3, 1}}","{{260, 1460, 182, 312}, {85, 164, 24, 28}, {9, 33, 52, 12}, {71, 6, 16, 5}}","{{0, 20, 0, 0}, {0, 1, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{3, 265, 29, 25}, {2, 30, 5, 4}, {11, 16, 41, 2}, {14, 1, 13, 6}}","{{16, 1946, 262, 383}, {109, 207, 31, 43}, {0, 302, 0, 64}, {0, 86, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{15, 117, 9, 21}, {8, 13, 1, 2}, {11, 4, 1, 1}, {1, 13, 19, 6}}","{{303, 2090, 282, 387}, {102, 224, 35, 45}, {0, 37, 65, 13}, {85, 0, 0, 0}}","{{0, 4, 0, 0}, {1, 0, 0, 0}, {0, 0, 0, 0}, {1, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{137, 12, 408, 6}, {8, 2, 47, 1}, {318, 41, 1, 14}, {7, 13, 19, 6}}","{{2067, 279, 0, 105}, {229, 34, 0, 10}, {0, 0, 65, 0}, {80, 0, 0, 0}}","{{7, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
