"{{273, 3, 1, 24}, {1, 11, 3, 11}, {5, 165, 157, 15}, {11, 24, 23, 2}}","{{1192, 86, 6, 5}, {39, 3, 59, 2}, {1, 160, 69, 174}, {127, 12, 12, 11}}","{{67, 18, 2, 12}, {14, 0, 19, 0}, {0, 83, 92, 6}, {6, 0, 12, 3}}","{{679, 4, 2, 0}, {12, 0, 6, 0}, {0, 0, 0, 96}, {93, 0, 0, 3}}"
"{{69, 19, 11, 4}, {111, 11, 14, 14}, {5, 443, 5, 1}, {2, 40, 32, 3}}","{{250, 76, 24, 5}, {164, 23, 45, 65}, {11, 1412, 8, 10}, {4, 212, 172, 28}}","{{89, 16, 12, 2}, {43, 7, 7, 8}, {3, 28, 1, 2}, {0, 10, 6, 1}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 328, 0, 0}, {0, 29, 27, 4}}"
"{{1540, 232, 96, 171}, {10, 44, 10, 67}, {6, 288, 32, 30}, {11, 13, 26, 232}}","{{530, 34, 11, 42}, {1, 3, 4, 16}, {0, 43, 5, 2}, {2, 2, 4, 30}}","{{141, 25, 4, 24}, {0, 19, 0, 4}, {0, 77, 10, 9}, {0, 4, 6, 56}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{1472, 216, 333, 175}, {26, 37, 217, 27}, {44, 10, 4, 2}, {5, 53, 54, 11}}","{{458, 48, 31, 33}, {7, 4, 39, 3}, {4, 1, 2, 2}, {1, 15, 12, 1}}","{{281, 27, 44, 29}, {3, 6, 62, 11}, {18, 2, 0, 7}, {8, 43, 21, 7}}","{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{59, 4, 345, 78}, {7, 25, 41, 5}, {270, 34, 55, 9}, {66, 9, 12, 3}}","{{1403, 192, 37, 31}, {151, 5, 3, 6}, {35, 4, 8, 5}, {14, 1, 4, 1}}","{{547, 45, 26, 2}, {54, 6, 3, 0}, {13, 3, 3, 0}, {7, 3, 3, 2}}","{{202, 50, 0, 0}, {25, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{30, 19, 2, 35}, {3, 1, 277, 24}, {2, 2, 32, 247}, {29, 13, 19, 2}}","{{60, 158, 7, 31}, {6, 4, 1447, 207}, {326, 23, 10, 39}, {8, 1, 0, 54}}","{{21, 37, 2, 20}, {4, 1, 220, 38}, {43, 7, 5, 32}, {4, 0, 0, 6}}","{{0, 23, 0, 1}, {0, 0, 267, 22}, {37, 4, 0, 0}, {0, 0, 0, 4}}"
"{{23, 3, 17, 16}, {36, 2, 12, 2}, {2, 2, 2, 1}, {3, 13, 2, 151}}","{{171, 318, 74, 132}, {8, 231, 1, 10}, {14, 21, 8, 33}, {48, 58, 4, 1148}}","{{77, 69, 19, 73}, {3, 73, 1, 1}, {2, 11, 1, 6}, {11, 14, 0, 720}}","{{20, 18, 1, 16}, {0, 12, 0, 0}, {1, 2, 0, 1}, {4, 2, 0, 192}}"
"{{20, 23, 3, 14}, {5, 7, 254, 193}, {27, 18, 2, 111}, {21, 2, 25, 1}}","{{120, 83, 13, 20}, {7, 11, 824, 165}, {79, 23, 9, 141}, {32, 9, 57, 5}}","{{137, 117, 16, 7}, {1, 1, 1049, 50}, {5, 6, 0, 66}, {13, 3, 5, 0}}","{{14, 14, 4, 0}, {0, 0, 84, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}"
"{{134, 13, 12, 124}, {5, 1, 1116, 18}, {2, 6, 13, 27}, {12, 3, 3, 2}}","{{145, 196, 45, 106}, {4, 5, 1012, 17}, {19, 130, 27, 34}, {34, 4, 9, 4}}","{{12, 177, 43, 7}, {2, 8, 83, 1}, {24, 162, 1, 5}, {35, 5, 7, 0}}","{{0, 22, 11, 0}, {0, 0, 0, 0}, {2, 20, 0, 0}, {6, 1, 0, 0}}"
"{{93, 112, 32, 18}, {13, 16, 1, 3}, {4, 4, 106, 6}, {36, 5, 4, 15}}","{{821, 277, 61, 27}, {22, 41, 5, 136}, {104, 6, 178, 7}, {32, 7, 14, 19}}","{{1259, 19, 18, 2}, {6, 9, 0, 142}, {121, 1, 34, 1}, {19, 1, 1, 2}}","{{38, 0, 0, 0}, {0, 0, 0, 10}, {8, 0, 0, 0}, {0, 0, 0, 0}}"
